Order_ID,Customer_ID,Supplier_ID,Supplier_Reliability_Score,Item_ID,Item_Category,Order_Quantity,Order_Date,Expected_Delivery_Days,Transport_Mode,Shipment_Distance_km,Actual_Delivery_Days,Delay,Disruption_Flag,Inventory_Level,Stock_Shortage_Risk,Cost_Per_Unit,Total_Order_Cost,Customer_Priority,Order_Flexibility,Predicted_Optimal_Supplier_ID
O01195,C0156,S3,85,Shirt,Apparel,17,2026-03-18,7,Rail,3367,7,0,0,71,0.0,445,7565,1,0,
O01196,C0195,S5,60,Phone,Electronics,10,2026-03-04,9,Road,4163,9,0,0,41,0.0,411,4110,0,1,
O01197,C0511,S3,85,Watch,Accessories,1,2026-03-11,6,Air,2665,6,0,0,44,0.0,752,752,0,1,
O01198,C0286,S5,60,Watch,Accessories,11,2026-03-11,8,Rail,3560,8,0,0,38,0.0,796,8756,0,0,
O01199,C0335,S1,90,Watch,Accessories,10,2026-02-03,11,Rail,4749,11,0,0,10,0.0,317,3170,0,0,
O01200,C0749,S1,90,Laptop,Electronics,8,2026-02-21,11,Air,4171,11,0,0,34,0.0,145,1160,0,1,
O01201,C0246,S1,90,Shoes,Apparel,13,2026-02-22,10,Road,4522,10,0,0,89,0.0,815,10595,0,0,
O01202,C0731,S1,90,Shirt,Apparel,10,2026-03-19,5,Rail,1333,5,0,0,7,0.03,807,8070,0,0,
O01203,C0669,S4,70,Shirt,Apparel,1,2026-02-25,9,Sea,3341,13,1,0,55,0.0,829,829,0,1,
O01204,C0998,S2,80,Phone,Electronics,6,2026-02-20,10,Air,4056,15,1,0,9,0.0,114,684,0,0,
O01205,C0409,S4,70,Phone,Electronics,2,2026-01-31,7,Road,3479,7,0,0,45,0.0,534,1068,0,0,
O01206,C0566,S5,60,Laptop,Electronics,1,2026-03-14,4,Rail,1421,4,0,0,3,0.0,799,799,0,1,
O01207,C0444,S3,85,Shoes,Apparel,17,2026-03-05,12,Rail,4903,12,0,0,33,0.0,91,1547,0,1,
O01208,C0369,S4,70,Shirt,Apparel,7,2026-03-19,3,Road,380,3,0,0,21,0.0,348,2436,0,1,
O01209,C0379,S5,60,Watch,Accessories,6,2026-03-20,7,Rail,2572,7,0,0,93,0.0,692,4152,0,0,
O01210,C0022,S5,60,Shirt,Apparel,1,2026-02-12,12,Road,4816,16,1,0,1,0.0,780,780,0,1,
O01211,C0601,S2,80,Phone,Electronics,3,2026-03-16,2,Rail,60,2,0,0,32,0.0,735,2205,0,0,
O01212,C0646,S5,60,Watch,Accessories,12,2026-02-01,6,Air,2062,6,0,0,78,0.0,142,1704,0,0,
O01213,C0498,S2,80,Shoes,Apparel,7,2026-03-06,5,Rail,1258,7,1,0,32,0.0,351,2457,0,0,
O01214,C0745,S4,70,Phone,Electronics,4,2026-02-19,6,Sea,2013,6,0,0,31,0.0,250,1000,0,1,
O01215,C0702,S3,85,Watch,Accessories,17,2026-02-21,11,Air,4886,11,0,0,86,0.0,906,15402,0,1,
O01216,C0598,S1,90,Laptop,Electronics,9,2026-03-22,3,Air,1269,3,0,0,37,0.0,194,1746,0,0,
O01217,C0303,S3,85,Watch,Accessories,8,2026-01-30,8,Road,3404,8,0,0,62,0.0,304,2432,1,1,
O01218,C0216,S5,60,Shirt,Apparel,18,2026-01-27,8,Air,3159,8,0,0,17,0.01,505,9090,0,0,
O01219,C0626,S3,85,Laptop,Electronics,17,2026-03-06,3,Road,307,3,0,0,41,0.0,906,15402,0,0,
O01220,C0422,S1,90,Shirt,Apparel,4,2026-03-12,6,Air,2548,6,0,0,19,0.0,608,2432,0,1,
O01221,C0400,S3,85,Phone,Electronics,12,2026-01-26,6,Rail,2530,6,0,0,46,0.0,790,9480,0,0,
O01222,C0513,S4,70,Watch,Accessories,19,2026-03-19,3,Rail,869,3,0,0,48,0.0,735,13965,0,0,
O01223,C0746,S5,60,Shoes,Apparel,13,2026-02-26,7,Rail,3289,8,1,0,29,0.0,857,11141,0,0,
O01224,C0881,S1,90,Phone,Electronics,13,2026-03-05,6,Road,1799,6,0,0,1,0.12,221,2873,0,0,
O01225,C0223,S3,85,Shoes,Apparel,14,2026-02-28,7,Sea,2380,7,0,0,79,0.0,353,4942,0,1,
O01226,C0242,S1,90,Shirt,Apparel,13,2026-03-05,9,Sea,3920,9,0,0,57,0.0,392,5096,0,0,
O01227,C0770,S1,90,Watch,Accessories,6,2026-03-14,6,Rail,1908,6,0,0,87,0.0,809,4854,0,1,
O01228,C0436,S1,90,Laptop,Electronics,11,2026-02-19,9,Rail,4150,9,0,0,94,0.0,568,6248,0,0,
O01229,C0865,S2,80,Laptop,Electronics,5,2026-03-08,5,Rail,2240,5,0,0,66,0.0,410,2050,0,1,
O01230,C0748,S5,60,Laptop,Electronics,18,2026-02-15,5,Rail,1108,5,0,0,0,0.18,942,16956,0,0,
O01231,C0213,S3,85,Watch,Accessories,20,2026-02-15,2,Rail,134,2,0,0,69,0.0,931,18620,0,1,
O01232,C0122,S1,90,Shirt,Apparel,8,2026-01-25,4,Sea,549,4,0,0,64,0.0,433,3464,0,0,
O01233,C0582,S2,80,Shirt,Apparel,4,2026-03-06,8,Sea,2973,9,1,1,1,0.03,298,1192,0,1,
O01234,C0803,S5,60,Phone,Electronics,17,2026-01-29,5,Rail,1827,5,0,0,13,0.04,499,8483,0,1,
O01235,C0279,S4,70,Laptop,Electronics,14,2026-03-17,5,Air,1112,5,0,0,11,0.03,590,8260,0,1,
O01236,C0062,S2,80,Shirt,Apparel,13,2026-03-11,7,Road,2751,9,1,0,64,0.0,654,8502,0,0,
O01237,C0567,S3,85,Phone,Electronics,9,2026-01-27,9,Rail,3249,9,0,0,75,0.0,580,5220,1,0,
O01238,C0836,S2,80,Watch,Accessories,14,2026-03-06,3,Air,1055,3,0,0,19,0.0,735,10290,0,1,
O01239,C0106,S2,80,Shoes,Apparel,16,2026-02-11,4,Rail,1509,7,1,0,82,0.0,918,14688,0,0,
O01240,C0901,S1,90,Shoes,Apparel,1,2026-03-20,9,Air,3299,9,0,0,93,0.0,138,138,0,0,
O01241,C0039,S5,60,Laptop,Electronics,11,2026-02-13,3,Road,1048,3,0,0,31,0.0,804,8844,0,1,
O01242,C0985,S5,60,Laptop,Electronics,5,2026-01-27,4,Rail,1422,4,0,0,58,0.0,933,4665,0,1,
O01243,C0370,S1,90,Shoes,Apparel,9,2026-02-26,11,Rail,4983,11,0,0,90,0.0,269,2421,0,0,
O01244,C0375,S1,90,Laptop,Electronics,6,2026-03-02,9,Sea,3957,9,0,0,91,0.0,448,2688,0,1,
O01245,C0827,S2,80,Laptop,Electronics,14,2026-02-14,3,Rail,1085,3,0,0,12,0.02,277,3878,0,0,
O01246,C0746,S2,80,Phone,Electronics,6,2026-03-08,9,Road,3086,9,0,0,88,0.0,963,5778,0,1,
O01247,C0504,S4,70,Shoes,Apparel,2,2026-01-27,7,Road,2177,11,1,0,14,0.0,896,1792,0,1,
O01248,C0872,S1,90,Phone,Electronics,11,2026-02-01,11,Road,4575,11,0,0,25,0.0,896,9856,0,0,
O01249,C0014,S2,80,Phone,Electronics,14,2026-02-01,9,Sea,4246,9,0,0,66,0.0,776,10864,0,1,
O01250,C0117,S5,60,Laptop,Electronics,13,2026-01-30,7,Air,2242,7,0,0,66,0.0,146,1898,0,1,
O01251,C0069,S3,85,Watch,Accessories,20,2026-02-05,9,Air,3040,14,1,0,39,0.0,630,12600,1,0,
O01252,C0305,S1,90,Laptop,Electronics,9,2026-03-05,11,Air,4137,11,0,0,73,0.0,663,5967,0,0,
O01253,C0189,S1,90,Shirt,Apparel,8,2026-03-15,10,Sea,4614,10,0,0,98,0.0,468,3744,0,0,
O01254,C0737,S4,70,Shirt,Apparel,12,2026-03-09,5,Sea,2334,7,1,1,4,0.08,97,1164,0,1,
O01255,C0611,S3,85,Phone,Electronics,18,2026-02-24,5,Rail,1433,5,0,0,49,0.0,835,15030,0,0,
O01256,C0290,S1,90,Laptop,Electronics,20,2026-02-22,8,Road,2526,8,0,0,62,0.0,707,14140,0,0,
O01257,C0576,S3,85,Shoes,Apparel,10,2026-03-18,12,Air,4646,12,0,0,82,0.0,769,7690,0,0,
O01258,C0268,S5,60,Shirt,Apparel,4,2026-03-03,9,Road,3639,14,1,0,56,0.0,747,2988,0,1,
O01259,C0541,S5,60,Laptop,Electronics,18,2026-02-14,10,Air,4845,15,1,1,8,0.1,440,7920,1,1,
O01260,C0493,S2,80,Watch,Accessories,5,2026-03-04,8,Air,3466,8,0,0,97,0.0,681,3405,0,1,
O01261,C0228,S4,70,Laptop,Electronics,1,2026-02-28,10,Sea,4156,10,0,0,42,0.0,292,292,0,0,
O01262,C0475,S1,90,Shoes,Apparel,5,2026-03-20,4,Sea,123,4,0,0,41,0.0,194,970,0,0,
O01263,C0870,S2,80,Shoes,Apparel,2,2026-02-28,4,Road,1220,4,0,0,57,0.0,220,440,0,0,
O01264,C0902,S2,80,Phone,Electronics,18,2026-02-04,5,Rail,1000,9,1,0,54,0.0,989,17802,0,0,
O01265,C0811,S2,80,Shirt,Apparel,20,2026-01-27,5,Sea,1861,5,0,0,91,0.0,665,13300,0,0,
O01266,C0904,S4,70,Shirt,Apparel,7,2026-03-19,8,Sea,2686,8,0,0,76,0.0,421,2947,0,0,
O01267,C0664,S4,70,Watch,Accessories,2,2026-03-13,5,Rail,2348,5,0,0,24,0.0,863,1726,0,0,
O01268,C0784,S5,60,Shoes,Apparel,16,2026-03-10,7,Air,2937,8,1,0,34,0.0,897,14352,0,1,
O01269,C0571,S4,70,Shoes,Apparel,18,2026-02-26,2,Rail,716,2,0,0,76,0.0,610,10980,1,0,
O01270,C0183,S1,90,Shoes,Apparel,20,2026-03-12,11,Sea,4184,11,0,0,43,0.0,384,7680,0,0,
O01271,C0187,S3,85,Watch,Accessories,17,2026-03-07,3,Air,809,3,0,0,48,0.0,500,8500,0,0,
O01272,C0309,S4,70,Shoes,Apparel,14,2026-02-23,12,Rail,4830,12,0,0,82,0.0,70,980,0,0,
O01273,C0601,S5,60,Shoes,Apparel,15,2026-01-28,3,Sea,373,3,0,0,28,0.0,995,14925,0,1,
O01274,C0470,S2,80,Phone,Electronics,11,2026-02-09,2,Rail,347,2,0,0,72,0.0,223,2453,0,0,
O01275,C0152,S4,70,Laptop,Electronics,18,2026-03-13,7,Air,2580,9,1,0,67,0.0,926,16668,0,0,
O01276,C0759,S3,85,Laptop,Electronics,14,2026-02-23,5,Air,1336,5,0,0,11,0.03,587,8218,0,0,
O01277,C0939,S5,60,Shoes,Apparel,17,2026-03-07,3,Sea,1430,7,1,0,88,0.0,139,2363,0,0,
O01278,C0025,S3,85,Phone,Electronics,20,2026-02-22,9,Air,3025,9,0,0,61,0.0,655,13100,0,0,
O01279,C0382,S4,70,Phone,Electronics,15,2026-02-04,5,Air,2381,5,0,0,81,0.0,632,9480,0,1,
O01280,C0037,S5,60,Shirt,Apparel,8,2026-03-24,4,Rail,739,4,0,0,7,0.01,367,2936,1,1,
O01281,C0545,S3,85,Shirt,Apparel,3,2026-03-09,3,Road,429,3,0,0,77,0.0,160,480,0,0,
O01282,C0042,S4,70,Shoes,Apparel,7,2026-02-07,9,Rail,3677,9,0,0,63,0.0,805,5635,0,1,
O01283,C0650,S3,85,Watch,Accessories,16,2026-02-06,3,Rail,668,7,1,0,55,0.0,107,1712,0,1,
O01284,C0597,S1,90,Shoes,Apparel,7,2026-02-23,2,Road,925,2,0,0,21,0.0,693,4851,0,0,
O01285,C0753,S2,80,Laptop,Electronics,7,2026-03-04,6,Road,1749,6,0,0,68,0.0,145,1015,1,1,
O01286,C0937,S2,80,Laptop,Electronics,14,2026-02-08,4,Road,196,4,0,0,96,0.0,450,6300,0,0,
O01287,C0059,S3,85,Watch,Accessories,13,2026-02-16,3,Air,268,3,0,0,89,0.0,626,8138,0,1,
O01288,C0023,S3,85,Laptop,Electronics,17,2026-02-23,3,Sea,854,3,0,0,82,0.0,250,4250,0,0,
O01289,C0078,S4,70,Watch,Accessories,13,2026-03-17,8,Air,2716,8,0,0,49,0.0,888,11544,0,0,
O01290,C0692,S5,60,Watch,Accessories,19,2026-02-20,7,Sea,2549,11,1,0,28,0.0,300,5700,0,0,
O01291,C0065,S3,85,Laptop,Electronics,6,2026-03-08,6,Air,2080,6,0,0,70,0.0,887,5322,0,0,
O01292,C0717,S1,90,Phone,Electronics,4,2026-03-08,7,Air,2689,7,0,0,0,0.04,643,2572,0,0,
O01293,C0120,S5,60,Laptop,Electronics,1,2026-01-31,2,Air,84,2,0,0,70,0.0,398,398,1,0,
O01294,C0191,S3,85,Laptop,Electronics,13,2026-02-27,5,Air,1315,5,0,0,93,0.0,604,7852,0,1,
O01295,C0780,S4,70,Laptop,Electronics,4,2026-02-20,4,Rail,1296,9,1,0,66,0.0,914,3656,0,1,
O01296,C0948,S2,80,Laptop,Electronics,16,2026-01-26,7,Road,2302,8,1,0,65,0.0,84,1344,1,1,
O01297,C0344,S2,80,Watch,Accessories,13,2026-01-30,10,Sea,3783,10,0,0,92,0.0,623,8099,0,1,
O01298,C0323,S5,60,Shirt,Apparel,11,2026-03-11,11,Sea,4858,11,0,0,62,0.0,418,4598,0,0,
O01299,C0859,S5,60,Watch,Accessories,9,2026-01-28,2,Air,165,6,1,0,43,0.0,618,5562,0,0,
O01300,C0126,S3,85,Laptop,Electronics,2,2026-02-14,7,Road,3031,7,0,0,87,0.0,995,1990,0,1,
O01301,C0710,S1,90,Phone,Electronics,12,2026-03-22,10,Sea,4421,10,0,0,73,0.0,146,1752,0,1,
O01302,C0570,S4,70,Shoes,Apparel,6,2026-02-20,8,Road,2992,8,0,0,21,0.0,884,5304,0,0,
O01303,C0797,S3,85,Shirt,Apparel,2,2026-03-14,7,Sea,2085,7,0,0,15,0.0,609,1218,0,0,
O01304,C0636,S5,60,Watch,Accessories,14,2026-03-25,9,Air,3394,9,0,0,94,0.0,100,1400,0,0,
O01305,C0454,S4,70,Phone,Electronics,16,2026-02-19,5,Sea,2347,5,0,0,39,0.0,991,15856,1,1,
O01306,C0289,S2,80,Watch,Accessories,3,2026-02-02,9,Rail,3767,9,0,0,46,0.0,759,2277,0,0,
O01307,C0958,S4,70,Laptop,Electronics,3,2026-03-01,3,Road,687,3,0,0,45,0.0,397,1191,0,1,
O01308,C0825,S2,80,Watch,Accessories,7,2026-03-07,9,Rail,4427,9,0,0,94,0.0,135,945,0,0,
O01309,C0799,S5,60,Laptop,Electronics,8,2026-01-27,5,Sea,2132,10,1,0,90,0.0,475,3800,0,1,
O01310,C0498,S2,80,Laptop,Electronics,3,2026-03-15,4,Rail,667,4,0,0,21,0.0,813,2439,0,0,
O01311,C0554,S3,85,Shoes,Apparel,10,2026-02-12,4,Air,1812,7,1,0,94,0.0,66,660,0,1,
O01312,C0823,S5,60,Watch,Accessories,6,2026-01-28,4,Air,646,4,0,0,63,0.0,861,5166,0,0,
O01313,C0206,S4,70,Laptop,Electronics,12,2026-03-13,10,Road,4732,10,0,0,34,0.0,417,5004,0,0,
O01314,C0598,S4,70,Phone,Electronics,5,2026-02-07,2,Sea,517,2,0,0,20,0.0,627,3135,0,1,
O01315,C0034,S1,90,Phone,Electronics,8,2026-01-31,4,Road,1770,4,0,0,32,0.0,796,6368,0,0,
O01316,C0300,S1,90,Phone,Electronics,3,2026-03-10,7,Sea,3350,7,0,0,6,0.0,390,1170,0,1,
O01317,C0022,S1,90,Laptop,Electronics,15,2026-03-07,11,Rail,4028,11,0,0,37,0.0,371,5565,0,0,
O01318,C0817,S5,60,Watch,Accessories,11,2026-02-05,2,Road,591,5,1,1,5,0.06,348,3828,1,0,
O01319,C0773,S3,85,Watch,Accessories,19,2026-03-19,12,Air,4731,12,0,0,63,0.0,713,13547,1,1,
O01320,C0325,S1,90,Shirt,Apparel,1,2026-02-25,6,Air,2738,6,0,0,2,0.0,722,722,0,0,
O01321,C0052,S3,85,Shoes,Apparel,9,2026-03-18,9,Rail,3333,9,0,0,44,0.0,874,7866,0,0,
O01322,C0459,S4,70,Laptop,Electronics,20,2026-02-18,11,Road,4833,11,0,0,85,0.0,815,16300,0,1,
O01323,C0895,S1,90,Laptop,Electronics,3,2026-01-25,6,Road,1582,6,0,0,73,0.0,61,183,0,0,
O01324,C0759,S4,70,Watch,Accessories,9,2026-03-22,4,Road,899,4,0,0,11,0.0,617,5553,1,0,
O01325,C0727,S5,60,Shoes,Apparel,9,2026-02-02,3,Road,1377,3,0,0,93,0.0,69,621,0,0,
O01326,C0670,S5,60,Watch,Accessories,13,2026-03-03,6,Air,2847,8,1,0,38,0.0,542,7046,0,0,
O01327,C0646,S5,60,Shoes,Apparel,15,2026-02-08,12,Sea,4647,12,0,0,17,0.0,583,8745,0,1,
O01328,C0488,S2,80,Watch,Accessories,20,2026-03-21,8,Road,3622,9,1,0,67,0.0,258,5160,0,0,
O01329,C0721,S2,80,Laptop,Electronics,15,2026-02-28,6,Rail,2084,7,1,0,99,0.0,404,6060,1,0,
O01330,C0310,S5,60,Phone,Electronics,17,2026-02-07,7,Air,2400,7,0,0,1,0.16,475,8075,0,1,
O01331,C0513,S3,85,Shoes,Apparel,11,2026-03-04,6,Sea,2571,6,0,0,86,0.0,637,7007,0,1,
O01332,C0880,S5,60,Shirt,Apparel,2,2026-03-24,4,Rail,1619,4,0,0,75,0.0,527,1054,0,0,
O01333,C0414,S2,80,Laptop,Electronics,17,2026-01-26,11,Sea,4692,11,0,0,94,0.0,580,9860,0,0,
O01334,C0292,S2,80,Phone,Electronics,20,2026-02-02,2,Air,980,2,0,0,3,0.17,428,8560,0,1,
O01335,C0524,S2,80,Shirt,Apparel,18,2026-03-21,9,Sea,3545,9,0,0,52,0.0,692,12456,0,0,
O01336,C0595,S4,70,Shoes,Apparel,10,2026-01-27,12,Rail,4631,12,0,0,38,0.0,310,3100,0,0,
O01337,C0621,S5,60,Watch,Accessories,6,2026-03-15,4,Rail,366,6,1,0,99,0.0,224,1344,0,0,
O01338,C0628,S2,80,Shoes,Apparel,4,2026-03-18,10,Rail,4470,10,0,0,6,0.0,398,1592,0,0,
O01339,C0009,S3,85,Phone,Electronics,11,2026-03-06,11,Rail,4112,11,0,0,11,0.0,863,9493,0,1,
O01340,C0284,S1,90,Phone,Electronics,5,2026-02-21,10,Air,3835,10,0,0,88,0.0,755,3775,0,0,
O01341,C0418,S5,60,Phone,Electronics,19,2026-01-30,7,Road,3010,7,0,0,70,0.0,723,13737,0,1,
O01342,C0219,S2,80,Laptop,Electronics,3,2026-03-01,9,Sea,3647,13,1,0,23,0.0,460,1380,0,1,
O01343,C0980,S4,70,Shirt,Apparel,7,2026-02-22,2,Sea,278,2,0,0,60,0.0,304,2128,0,1,
O01344,C0895,S5,60,Phone,Electronics,8,2026-02-08,11,Air,4425,11,0,0,12,0.0,302,2416,0,0,
O01345,C0397,S4,70,Shoes,Apparel,7,2026-03-10,4,Road,1658,4,0,0,94,0.0,996,6972,1,0,
O01346,C0115,S1,90,Watch,Accessories,19,2026-03-12,7,Sea,3125,12,1,0,75,0.0,719,13661,1,1,
O01347,C0855,S2,80,Laptop,Electronics,12,2026-02-18,4,Sea,440,4,0,0,58,0.0,901,10812,0,1,
O01348,C0098,S3,85,Shirt,Apparel,10,2026-01-28,10,Road,4755,10,0,0,24,0.0,344,3440,0,1,
O01349,C0543,S4,70,Shoes,Apparel,2,2026-02-11,6,Rail,2131,6,0,0,84,0.0,200,400,0,0,
O01350,C0207,S2,80,Watch,Accessories,14,2026-02-15,9,Rail,3147,9,0,0,58,0.0,922,12908,1,0,
O01351,C0128,S3,85,Phone,Electronics,16,2026-03-20,12,Rail,4975,17,1,0,28,0.0,620,9920,0,1,
O01352,C0925,S5,60,Watch,Accessories,18,2026-02-07,2,Rail,97,2,0,0,93,0.0,218,3924,0,0,
O01353,C0546,S3,85,Shoes,Apparel,3,2026-02-12,4,Air,693,4,0,0,17,0.0,466,1398,0,1,
O01354,C0032,S4,70,Phone,Electronics,12,2026-02-23,2,Air,626,3,1,0,14,0.0,126,1512,0,0,
O01355,C0577,S1,90,Shirt,Apparel,6,2026-03-25,4,Rail,337,4,0,0,86,0.0,750,4500,0,1,
O01356,C0992,S1,90,Shoes,Apparel,12,2026-03-25,3,Air,624,3,0,0,21,0.0,603,7236,0,1,
O01357,C0822,S1,90,Watch,Accessories,7,2026-02-12,7,Road,3239,7,0,0,23,0.0,503,3521,0,0,
O01358,C0105,S1,90,Phone,Electronics,8,2026-03-08,4,Rail,634,4,0,0,73,0.0,292,2336,0,1,
O01359,C0850,S3,85,Laptop,Electronics,18,2026-02-13,3,Sea,264,3,0,0,19,0.0,559,10062,0,0,
O01360,C0691,S5,60,Shoes,Apparel,11,2026-03-20,9,Rail,4398,9,0,0,96,0.0,428,4708,0,0,
O01361,C0463,S3,85,Shoes,Apparel,4,2026-03-11,10,Road,4409,10,0,0,16,0.0,959,3836,0,1,
O01362,C0769,S2,80,Watch,Accessories,2,2026-01-31,9,Road,3036,9,0,0,44,0.0,156,312,0,0,
O01363,C0460,S2,80,Laptop,Electronics,13,2026-01-31,7,Road,3471,7,0,0,60,0.0,137,1781,0,1,
O01364,C0469,S2,80,Laptop,Electronics,14,2026-01-25,8,Rail,2808,8,0,0,52,0.0,180,2520,0,0,
O01365,C0219,S1,90,Shoes,Apparel,6,2026-02-25,8,Road,3351,8,0,0,54,0.0,677,4062,1,0,
O01366,C0365,S4,70,Shirt,Apparel,12,2026-02-16,8,Air,2989,8,0,0,100,0.0,454,5448,0,0,
O01367,C0542,S2,80,Shirt,Apparel,3,2026-03-13,3,Rail,360,3,0,0,26,0.0,507,1521,0,1,
O01368,C0656,S4,70,Shoes,Apparel,15,2026-02-26,5,Road,1181,5,0,0,99,0.0,770,11550,0,0,
O01369,C0207,S3,85,Shirt,Apparel,10,2026-02-18,5,Air,1524,5,0,0,61,0.0,946,9460,0,1,
O01370,C0119,S2,80,Shirt,Apparel,1,2026-03-18,11,Sea,4513,11,0,0,97,0.0,241,241,1,0,
O01371,C0833,S2,80,Laptop,Electronics,6,2026-03-12,6,Air,2150,6,0,0,90,0.0,796,4776,0,0,
O01372,C0778,S4,70,Laptop,Electronics,16,2026-02-03,3,Air,1179,3,0,0,61,0.0,956,15296,0,0,
O01373,C0605,S4,70,Laptop,Electronics,12,2026-02-05,6,Road,2671,9,1,0,38,0.0,591,7092,0,0,
O01374,C0927,S2,80,Shirt,Apparel,14,2026-03-16,9,Sea,3205,9,0,0,47,0.0,426,5964,0,0,
O01375,C0940,S1,90,Shoes,Apparel,11,2026-02-26,6,Road,2646,6,0,0,93,0.0,821,9031,1,1,
O01376,C0802,S2,80,Shirt,Apparel,5,2026-03-08,8,Rail,2849,8,0,0,73,0.0,516,2580,0,1,
O01377,C0004,S3,85,Shirt,Apparel,7,2026-02-28,2,Road,137,2,0,0,60,0.0,120,840,0,0,
O01378,C0090,S2,80,Laptop,Electronics,17,2026-02-18,4,Sea,464,4,0,0,46,0.0,584,9928,0,1,
O01379,C0205,S4,70,Watch,Accessories,9,2026-03-22,7,Rail,3451,7,0,0,64,0.0,261,2349,0,1,
O01380,C0551,S5,60,Watch,Accessories,12,2026-03-04,4,Air,1186,4,0,0,96,0.0,438,5256,0,0,
O01381,C0274,S2,80,Phone,Electronics,8,2026-02-15,2,Road,443,2,0,0,9,0.0,704,5632,0,0,
O01382,C0575,S3,85,Shirt,Apparel,18,2026-03-23,11,Air,4187,11,0,0,53,0.0,301,5418,1,1,
O01383,C0281,S3,85,Laptop,Electronics,20,2026-03-05,9,Sea,3721,9,0,0,84,0.0,135,2700,0,1,
O01384,C0578,S2,80,Shoes,Apparel,1,2026-01-29,9,Sea,3398,9,0,0,41,0.0,445,445,0,0,
O01385,C0938,S3,85,Phone,Electronics,15,2026-03-23,6,Air,1745,6,0,0,4,0.11,115,1725,0,0,
O01386,C0532,S1,90,Shirt,Apparel,15,2026-02-04,2,Rail,223,2,0,0,43,0.0,582,8730,0,1,
O01387,C0598,S1,90,Shoes,Apparel,16,2026-03-01,8,Sea,3084,12,1,0,100,0.0,934,14944,0,0,
O01388,C0719,S5,60,Watch,Accessories,3,2026-03-09,8,Sea,2767,8,0,0,80,0.0,799,2397,0,0,
O01389,C0150,S1,90,Phone,Electronics,18,2026-03-10,2,Air,327,2,0,0,86,0.0,615,11070,0,0,
O01390,C0704,S2,80,Shirt,Apparel,10,2026-02-22,8,Rail,3626,8,0,0,98,0.0,920,9200,0,0,
O01391,C0157,S1,90,Shirt,Apparel,3,2026-02-04,10,Sea,3813,10,0,0,60,0.0,672,2016,1,0,
O01392,C0750,S2,80,Shoes,Apparel,4,2026-03-08,10,Sea,3944,10,0,0,89,0.0,238,952,1,1,
O01393,C0109,S2,80,Phone,Electronics,3,2026-03-14,2,Air,916,2,0,0,90,0.0,206,618,0,0,
O01394,C0842,S4,70,Watch,Accessories,12,2026-02-11,4,Sea,288,4,0,0,49,0.0,135,1620,0,1,
O01395,C0202,S4,70,Shirt,Apparel,14,2026-03-25,6,Rail,2835,6,0,0,2,0.12,520,7280,0,0,
O01396,C0494,S1,90,Shoes,Apparel,6,2026-03-14,7,Road,2862,7,0,0,65,0.0,645,3870,0,0,
O01397,C0976,S3,85,Shirt,Apparel,12,2026-02-17,10,Air,4027,10,0,0,59,0.0,532,6384,0,1,
O01398,C0745,S3,85,Phone,Electronics,18,2026-01-28,4,Sea,132,6,1,0,91,0.0,948,17064,0,1,
O01399,C0054,S4,70,Shoes,Apparel,14,2026-02-05,5,Rail,2400,5,0,0,8,0.06,690,9660,0,0,
O01400,C0498,S4,70,Watch,Accessories,8,2026-03-01,9,Rail,3683,9,0,0,62,0.0,505,4040,0,1,
O01401,C0636,S1,90,Watch,Accessories,12,2026-03-06,4,Sea,853,4,0,0,27,0.0,653,7836,0,0,
O01402,C0995,S5,60,Shoes,Apparel,6,2026-02-17,6,Road,2565,8,1,0,50,0.0,54,324,0,0,
O01403,C0095,S3,85,Laptop,Electronics,1,2026-03-04,4,Sea,351,4,0,0,2,0.0,808,808,0,0,
O01404,C0869,S2,80,Watch,Accessories,12,2026-02-04,10,Sea,3573,10,0,0,18,0.0,96,1152,0,0,
O01405,C0761,S3,85,Shirt,Apparel,19,2026-02-21,11,Road,4822,11,0,0,25,0.0,451,8569,0,1,
O01406,C0679,S5,60,Watch,Accessories,5,2026-02-17,5,Rail,2451,7,1,0,94,0.0,297,1485,0,0,
O01407,C0486,S4,70,Shirt,Apparel,12,2026-02-15,4,Rail,741,4,0,0,100,0.0,400,4800,0,0,
O01408,C0942,S4,70,Watch,Accessories,8,2026-03-20,6,Rail,2699,6,0,0,11,0.0,786,6288,1,1,
O01409,C0219,S2,80,Laptop,Electronics,3,2026-01-31,12,Sea,4919,12,0,0,82,0.0,409,1227,0,0,
O01410,C0779,S1,90,Phone,Electronics,19,2026-02-18,6,Sea,2971,6,0,0,37,0.0,184,3496,0,0,
O01411,C0592,S1,90,Phone,Electronics,13,2026-02-18,9,Road,3747,9,0,0,81,0.0,992,12896,0,0,
O01412,C0632,S4,70,Laptop,Electronics,8,2026-02-24,3,Sea,140,5,1,0,53,0.0,441,3528,0,0,
O01413,C0138,S2,80,Laptop,Electronics,16,2026-03-20,6,Air,1783,6,0,0,61,0.0,678,10848,0,1,
O01414,C0368,S4,70,Shirt,Apparel,15,2026-02-22,9,Road,4365,9,0,0,56,0.0,714,10710,0,0,
O01415,C0076,S5,60,Shoes,Apparel,6,2026-02-13,3,Rail,1293,5,1,0,18,0.0,416,2496,0,0,
O01416,C0039,S3,85,Watch,Accessories,15,2026-03-16,9,Rail,3400,13,1,0,93,0.0,859,12885,0,0,
O01417,C0208,S5,60,Watch,Accessories,13,2026-02-03,5,Sea,1575,5,0,0,49,0.0,371,4823,1,0,
